x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.9444311261177063,0.7589306235313416,4.7173571715575235e-07,0.8747984170913696,0.7496358752250671,-0.033526461571455,0.8053826689720154,0.7057119011878967,-0.05477674677968025,0.7473587989807129,0.6719129085540771,-0.07346544414758682,0.695328414440155,0.6555807590484619,-0.09254268556833267,0.8203213214874268,0.5315946340560913,-0.03341321647167206,0.7790347337722778,0.43641310930252075,-0.06048944592475891,0.753049373626709,0.37697452306747437,-0.08384555578231812,0.7338869571685791,0.326252818107605,-0.1007467731833458,0.862755537033081,0.5026865601539612,-0.03717880696058273,0.8348740935325623,0.39178216457366943,-0.05796847864985466,0.8197181820869446,0.3264451026916504,-0.07654540985822678,0.8102899789810181,0.27074795961380005,-0.09074128419160843,0.9098872542381287,0.49921613931655884,-0.04547256976366043,0.8993162512779236,0.39352738857269287,-0.06563541293144226,0.8921951651573181,0.3314502239227295,-0.07743050903081894,0.8865357637405396,0.2784334719181061,-0.08647232502698898,0.9596903920173645,0.5168461203575134,-0.057272110134363174,0.9638714790344238,0.4341545104980469,-0.07406986504793167,0.9658302664756775,0.38429465889930725,-0.07817190140485764,0.9664829969406128,0.3401167094707489,-0.08076632767915726,thumbs_up
0.9479793906211853,0.7553861737251282,4.684586372150079e-07,0.8770844340324402,0.7481681108474731,-0.03262712061405182,0.8055505752563477,0.70588618516922,-0.05317341163754463,0.746475875377655,0.6710556149482727,-0.07133299857378006,0.6942936778068542,0.654435396194458,-0.08989682048559189,0.8205262422561646,0.5315508842468262,-0.03191359341144562,0.7785936594009399,0.4362022280693054,-0.05789181962609291,0.7524210810661316,0.37679123878479004,-0.08050480484962463,0.7334291338920593,0.32618123292922974,-0.09692085534334183,0.8623073101043701,0.5019580125808716,-0.035593852400779724,0.8333099484443665,0.390610009431839,-0.05530909076333046,0.8177010416984558,0.32506537437438965,-0.07330615073442459,0.8083617091178894,0.2690930664539337,-0.08728019893169403,0.9089390635490417,0.49768608808517456,-0.04377372935414314,0.8979210257530212,0.3912467360496521,-0.06325065344572067,0.8897739052772522,0.3284195065498352,-0.07555192708969116,0.8833624124526978,0.2752854824066162,-0.08516931533813477,0.9584730863571167,0.5142483711242676,-0.05534997954964638,0.9635345339775085,0.4320300221443176,-0.07204414159059525,0.9652568101882935,0.38192856311798096,-0.07686502486467361,0.9655983448028564,0.33743786811828613,-0.08011284470558167,thumbs_up
0.951845645904541,0.7428417801856995,4.826407575819758e-07,0.8809463977813721,0.7420011162757874,-0.02894366718828678,0.8087928891181946,0.702345073223114,-0.049902066588401794,0.7484920620918274,0.6716511845588684,-0.06882533431053162,0.6950341463088989,0.65923672914505,-0.08838129788637161,0.8182858228683472,0.522627592086792,-0.030695902183651924,0.7718726396560669,0.42504894733428955,-0.05613940581679344,0.7430135607719421,0.36387869715690613,-0.07837353646755219,0.721955418586731,0.3142598271369934,-0.09377273917198181,0.8590888977050781,0.4915229380130768,-0.03520859777927399,0.8239474892616272,0.377008318901062,-0.05379198491573334,0.8020802736282349,0.30836063623428345,-0.07144422084093094,0.7868043184280396,0.2522553503513336,-0.08494185656309128,0.9042539596557617,0.4843705892562866,-0.0435081385076046,0.8858466148376465,0.37402716279029846,-0.06091896817088127,0.8705148100852966,0.30879947543144226,-0.07315995544195175,0.8578900694847107,0.2558538019657135,-0.08260606974363327,0.9511804580688477,0.49747318029403687,-0.05468403920531273,0.9501628875732422,0.41072559356689453,-0.0690486878156662,0.9467924237251282,0.3595319986343384,-0.07287870347499847,0.9426063299179077,0.3165065050125122,-0.075151227414608,thumbs_up
0.3417803943157196,0.7168703675270081,3.2048018283603597e-07,0.39763936400413513,0.7189635038375854,-0.022191224619746208,0.45512667298316956,0.6915757656097412,-0.03143385797739029,0.5016191601753235,0.6658496856689453,-0.0400957427918911,0.540498673915863,0.6492739915847778,-0.04867968335747719,0.4583607614040375,0.5813339352607727,-0.015152261592447758,0.5007719993591309,0.5324763655662537,-0.03215032070875168,0.5262951850891113,0.5018758773803711,-0.04723215103149414,0.5474570989608765,0.4744543433189392,-0.057793594896793365,0.43184155225753784,0.54526686668396,-0.01637662574648857,0.46803349256515503,0.4799949526786804,-0.02975553087890148,0.4889434278011322,0.4383544325828552,-0.04230383038520813,0.5046979188919067,0.4037073850631714,-0.05134018510580063,0.3994966745376587,0.5263577699661255,-0.021037379279732704,0.42438140511512756,0.45837920904159546,-0.034302618354558945,0.4413391351699829,0.4162929654121399,-0.0435936264693737,0.45688948035240173,0.38204050064086914,-0.050101593136787415,0.36263972520828247,0.5234317779541016,-0.028216244652867317,0.3706861734390259,0.463769793510437,-0.04139360412955284,0.37691277265548706,0.42389437556266785,-0.04644559323787689,0.38446080684661865,0.3887968063354492,-0.048907745629549026,thumbs_up
0.3391146659851074,0.7144215703010559,3.894023734574148e-07,0.39600199460983276,0.7150509357452393,-0.01999565027654171,0.4547174870967865,0.6870718598365784,-0.029108749702572823,0.5005782842636108,0.6590504050254822,-0.03778255358338356,0.5387025475502014,0.6384879946708679,-0.04640910029411316,0.456680566072464,0.5775250792503357,-0.012460594065487385,0.5006482005119324,0.5300695300102234,-0.028384897857904434,0.5262444019317627,0.4983826279640198,-0.04251653328537941,0.5465274453163147,0.47037866711616516,-0.05217638984322548,0.43057239055633545,0.5444639325141907,-0.014610938727855682,0.4670495092868805,0.47753259539604187,-0.02666640095412731,0.48784130811691284,0.4357109069824219,-0.03812101483345032,0.502946138381958,0.40185391902923584,-0.046179648488759995,0.3987763226032257,0.5280519723892212,-0.01999560557305813,0.4228789210319519,0.4590166211128235,-0.03228239715099335,0.43829065561294556,0.4149755835533142,-0.04106294363737106,0.45193955302238464,0.3790976405143738,-0.04701459780335426,0.3615429997444153,0.5265028476715088,-0.027629397809505463,0.3671666979789734,0.46736568212509155,-0.03991623967885971,0.3727520704269409,0.42710378766059875,-0.04456756263971329,0.38011491298675537,0.3907483220100403,-0.046633921563625336,thumbs_up
0.33922040462493896,0.7143128514289856,3.7164437571846065e-07,0.3961498439311981,0.715793251991272,-0.019402839243412018,0.4552449882030487,0.6876116394996643,-0.02796252816915512,0.5009159445762634,0.659576416015625,-0.03614042326807976,0.5387532711029053,0.6395149827003479,-0.04432365670800209,0.45734331011772156,0.5775313973426819,-0.011864454485476017,0.5011201500892639,0.5299705266952515,-0.02729283832013607,0.5264230966567993,0.49817994236946106,-0.041076742112636566,0.5464056730270386,0.47018036246299744,-0.050575677305459976,0.4310890734195709,0.5439699292182922,-0.01404830627143383,0.46702370047569275,0.4762517213821411,-0.02569776214659214,0.4878646731376648,0.4344772696495056,-0.036908864974975586,0.5028086304664612,0.40068724751472473,-0.04483664408326149,0.39950791001319885,0.5273399949073792,-0.019382547587156296,0.42267364263534546,0.457576185464859,-0.03130653500556946,0.4376261830329895,0.41322970390319824,-0.03998880088329315,0.4505452811717987,0.3771709203720093,-0.04592707380652428,0.3628465235233307,0.5260363221168518,-0.026922820135951042,0.36790066957473755,0.466379314661026,-0.03907680884003639,0.37294861674308777,0.42560598254203796,-0.04376715421676636,0.37962016463279724,0.38855069875717163,-0.04586862027645111,thumbs_up
0.33898043632507324,0.7144849896430969,3.6739223219228734e-07,0.39595550298690796,0.7159635424613953,-0.019770484417676926,0.4551207721233368,0.6878270506858826,-0.02860875613987446,0.5008928179740906,0.6596940755844116,-0.03699218109250069,0.5387093424797058,0.6393335461616516,-0.04542360454797745,0.4574398398399353,0.5780758857727051,-0.012873607687652111,0.5012534260749817,0.530256986618042,-0.02868569828569889,0.5265369415283203,0.49847087264060974,-0.04265400767326355,0.5465410351753235,0.4703845977783203,-0.05228319764137268,0.4311971962451935,0.5443702340126038,-0.015019137412309647,0.4673942029476166,0.47644805908203125,-0.027014203369617462,0.4880596101284027,0.43481016159057617,-0.03836492449045181,0.5027509927749634,0.401102215051651,-0.04639806970953941,0.3995573818683624,0.527775228023529,-0.020306691527366638,0.42290401458740234,0.4579329490661621,-0.03247956186532974,0.4378262162208557,0.41337791085243225,-0.04127088561654091,0.4506380558013916,0.3770359754562378,-0.04732031375169754,0.3627607226371765,0.5266345739364624,-0.02780960313975811,0.36791712045669556,0.4672779440879822,-0.04015060514211655,0.37296217679977417,0.4265267550945282,-0.04493343085050583,0.3795475363731384,0.38929182291030884,-0.047132741659879684,thumbs_up
0.32673683762550354,0.7048065066337585,4.0539202927902807e-07,0.3817821145057678,0.7137584686279297,-0.02777113951742649,0.4420478940010071,0.6852964162826538,-0.03829539194703102,0.48858505487442017,0.6542748212814331,-0.04720645025372505,0.5269151329994202,0.6332974433898926,-0.05568237230181694,0.44613510370254517,0.5704466104507446,-0.01551574096083641,0.488271027803421,0.520006537437439,-0.03220003470778465,0.5126656293869019,0.48699307441711426,-0.04767498001456261,0.532181978225708,0.45914965867996216,-0.05844986066222191,0.4207208752632141,0.5356631278991699,-0.013638819567859173,0.4562342166900635,0.468850314617157,-0.027391593903303146,0.4768106937408447,0.4259120225906372,-0.04166774824261665,0.492483526468277,0.39130285382270813,-0.05163512006402016,0.3901883363723755,0.5188285112380981,-0.01578252762556076,0.41650906205177307,0.45244377851486206,-0.030322441831231117,0.43354377150535583,0.40959078073501587,-0.0420297347009182,0.44739821553230286,0.3747205138206482,-0.049616921693086624,0.3547116816043854,0.5165518522262573,-0.020801102742552757,0.36414003372192383,0.4608524739742279,-0.03473100811243057,0.3708653748035431,0.4224932789802551,-0.04142028093338013,0.3777386248111725,0.389260470867157,-0.04482341557741165,thumbs_up
0.33078527450561523,0.7080094814300537,3.8394674106712046e-07,0.38508307933807373,0.71378493309021,-0.02417156472802162,0.4444468319416046,0.6826249361038208,-0.033325161784887314,0.4902370572090149,0.6531283855438232,-0.041335877031087875,0.5278386473655701,0.6331416964530945,-0.04906076937913895,0.44628021121025085,0.569639265537262,-0.013731800019741058,0.4889647960662842,0.5201578140258789,-0.03006940335035324,0.5132357478141785,0.4876639246940613,-0.04495297744870186,0.5324403643608093,0.45961353182792664,-0.05529347434639931,0.42098191380500793,0.535650372505188,-0.01336216926574707,0.45761871337890625,0.46936774253845215,-0.026820266619324684,0.4786122441291809,0.4269900321960449,-0.040385957807302475,0.4938158094882965,0.39266154170036316,-0.04983220994472504,0.390292763710022,0.5187999606132507,-0.016652246937155724,0.41709381341934204,0.45072492957115173,-0.030592074617743492,0.4346504211425781,0.4075375199317932,-0.04177622124552727,0.4483441114425659,0.37241607904434204,-0.049084171652793884,0.3546018898487091,0.5162336230278015,-0.022458992898464203,0.36430469155311584,0.4592497944831848,-0.03569270670413971,0.3719668686389923,0.419766366481781,-0.042001597583293915,0.37940746545791626,0.3854255676269531,-0.04523400962352753,thumbs_up
0.3291027545928955,0.7063072919845581,3.955442196001968e-07,0.38437533378601074,0.7139047980308533,-0.02688709646463394,0.44432881474494934,0.6834805011749268,-0.03707258775830269,0.4901793897151947,0.6530329585075378,-0.04559842869639397,0.5282224416732788,0.6321613192558289,-0.05371665582060814,0.4458670914173126,0.5712419748306274,-0.015985894948244095,0.4887648820877075,0.5206939578056335,-0.03303821384906769,0.5137253999710083,0.4880487322807312,-0.04836256057024002,0.5338678956031799,0.46031805872917175,-0.05884125083684921,0.4204399883747101,0.5369387865066528,-0.014256141148507595,0.4575272798538208,0.47036314010620117,-0.028316570445895195,0.4793638586997986,0.4275248646736145,-0.04225260391831398,0.4954175353050232,0.39331287145614624,-0.05181175470352173,0.39003145694732666,0.5199663043022156,-0.016420016065239906,0.41777658462524414,0.45271363854408264,-0.030974892899394035,0.4362376630306244,0.4099665880203247,-0.04269597306847572,0.45057445764541626,0.37575942277908325,-0.0501592792570591,0.35495978593826294,0.5170650482177734,-0.021327685564756393,0.36552122235298157,0.46081864833831787,-0.03511768579483032,0.3731415867805481,0.4218420386314392,-0.041858971118927,0.3801320195198059,0.3881632685661316,-0.045272983610630035,thumbs_up
0.3244059085845947,0.7148618698120117,3.485895945232187e-07,0.3798866271972656,0.7126051187515259,-0.02257639728486538,0.4346259832382202,0.6806549429893494,-0.03352675586938858,0.47807279229164124,0.6488280296325684,-0.04408091679215431,0.5178218483924866,0.630955159664154,-0.05464203283190727,0.43187424540519714,0.5696325898170471,-0.016642341390252113,0.4718821942806244,0.5157892107963562,-0.03504887968301773,0.4944169223308563,0.4811316728591919,-0.050873540341854095,0.5124513506889343,0.45043623447418213,-0.062037914991378784,0.40606868267059326,0.5366891026496887,-0.01917055808007717,0.4389440417289734,0.46337372064590454,-0.03454573452472687,0.45778360962867737,0.4187009334564209,-0.04799962788820267,0.47165924310684204,0.3806481957435608,-0.0574178472161293,0.3752097487449646,0.5224614143371582,-0.02512582205235958,0.395720511674881,0.44805172085762024,-0.04082176461815834,0.408291220664978,0.4015655219554901,-0.051012806594371796,0.4193944036960602,0.36157500743865967,-0.0576641783118248,0.3402470350265503,0.5245028734207153,-0.03349889814853668,0.3433228135108948,0.46195340156555176,-0.048494186252355576,0.34621453285217285,0.42000287771224976,-0.05450303107500076,0.3497891128063202,0.381504088640213,-0.05746239796280861,thumbs_up
0.3229369521141052,0.713362455368042,3.6919743706675945e-07,0.3783157467842102,0.7150022983551025,-0.0239110104739666,0.43634188175201416,0.6812080144882202,-0.035309866070747375,0.48155897855758667,0.6474430561065674,-0.0456375852227211,0.5221536755561829,0.6281659603118896,-0.056012921035289764,0.4343619644641876,0.568389356136322,-0.018983861431479454,0.47472530603408813,0.5140189528465271,-0.038092609494924545,0.49803823232650757,0.478132426738739,-0.05407188832759857,0.517063319683075,0.446580171585083,-0.0651765838265419,0.40632468461990356,0.5348525643348694,-0.01999747008085251,0.43830204010009766,0.462738037109375,-0.03568805009126663,0.4574074149131775,0.4172048568725586,-0.048842232674360275,0.47236570715904236,0.3786117136478424,-0.0579257570207119,0.3739243447780609,0.5203416347503662,-0.024449937045574188,0.3930012881755829,0.4459846019744873,-0.03999164327979088,0.40609875321388245,0.39861130714416504,-0.05029287189245224,0.4179918169975281,0.35908663272857666,-0.05699243023991585,0.3384978771209717,0.5218641757965088,-0.03139675036072731,0.3412891626358032,0.46023768186569214,-0.04639781266450882,0.3439060151576996,0.4183163344860077,-0.05272011458873749,0.34780389070510864,0.38034260272979736,-0.055824168026447296,thumbs_up
0.3230215311050415,0.7139921188354492,3.6539066172736057e-07,0.3787570893764496,0.7148264646530151,-0.0235307440161705,0.4367516040802002,0.6809097528457642,-0.03484420105814934,0.4820055365562439,0.647448718547821,-0.04519697651267052,0.5229170322418213,0.6289365887641907,-0.055619556456804276,0.4342236816883087,0.5689120292663574,-0.018573183566331863,0.4742959141731262,0.5144757628440857,-0.03760417550802231,0.4975110590457916,0.47859615087509155,-0.053445737808942795,0.516508162021637,0.44710347056388855,-0.06451277434825897,0.40642687678337097,0.5353378653526306,-0.019880736246705055,0.4384150505065918,0.46307528018951416,-0.03571087494492531,0.4575780928134918,0.4175926446914673,-0.048881590366363525,0.4725039601325989,0.37901771068573,-0.057944346219301224,0.37413260340690613,0.5208510756492615,-0.024623462930321693,0.3930160105228424,0.44610777497291565,-0.04042826592922211,0.40614157915115356,0.39861470460891724,-0.05084097012877464,0.418021559715271,0.35888153314590454,-0.05757825821638107,0.33890408277511597,0.5225924849510193,-0.031809259206056595,0.341372013092041,0.46066251397132874,-0.04704298451542854,0.34382784366607666,0.4185461699962616,-0.053475674241781235,0.34751254320144653,0.38030707836151123,-0.05665575712919235,thumbs_up
0.26444634795188904,0.8135270476341248,6.242660219868412e-07,0.32996153831481934,0.8066859841346741,-0.0392310731112957,0.38609611988067627,0.7452857494354248,-0.056153055280447006,0.42458376288414,0.6784718036651611,-0.06699550151824951,0.4562799632549286,0.6207584738731384,-0.07813746482133865,0.348441481590271,0.6455390453338623,-0.049386341124773026,0.39229893684387207,0.5609045028686523,-0.07330255210399628,0.4227226674556732,0.505685031414032,-0.08889482915401459,0.4458925426006317,0.46077895164489746,-0.09915123879909515,0.3070228099822998,0.6171992421150208,-0.04285123571753502,0.34256842732429504,0.5265339612960815,-0.06334754079580307,0.36544227600097656,0.46313998103141785,-0.07665219902992249,0.38168737292289734,0.4095601439476013,-0.08626440167427063,0.2649341821670532,0.6096824407577515,-0.039863087236881256,0.28760287165641785,0.5151830911636353,-0.06133023649454117,0.3007494807243347,0.4520247280597687,-0.07543973624706268,0.31075969338417053,0.39885932207107544,-0.08447559922933578,0.2249947190284729,0.6179749369621277,-0.03952791541814804,0.22466588020324707,0.5347619652748108,-0.06270942091941833,0.2266249805688858,0.47900694608688354,-0.0752776637673378,0.22852590680122375,0.43151378631591797,-0.08232732862234116,thumbs_up
0.25833868980407715,0.832843542098999,7.62170373036497e-07,0.32738134264945984,0.8146274089813232,-0.030441753566265106,0.3847701847553253,0.7455084323883057,-0.04353014752268791,0.42832985520362854,0.6796078681945801,-0.05383116751909256,0.47027748823165894,0.6275774240493774,-0.06473333388566971,0.3512338101863861,0.6396398544311523,-0.029580168426036835,0.4022195339202881,0.5478334426879883,-0.05322769284248352,0.4396716058254242,0.48568153381347656,-0.07023385912179947,0.4704098701477051,0.43854981660842896,-0.08103936165571213,0.3083067834377289,0.614406943321228,-0.02757430076599121,0.3438349962234497,0.5254660248756409,-0.04843335598707199,0.3672839403152466,0.461805522441864,-0.06462851166725159,0.385720819234848,0.4086490869522095,-0.07564973086118698,0.26410549879074097,0.6095194220542908,-0.029413383454084396,0.28522032499313354,0.515590250492096,-0.05027288571000099,0.2992308735847473,0.4502241909503937,-0.06347683817148209,0.3127378523349762,0.3955681324005127,-0.07188025116920471,0.22069528698921204,0.6208682656288147,-0.03380493074655533,0.21807245910167694,0.5404520630836487,-0.05529319494962692,0.2207382619380951,0.48253604769706726,-0.06580635160207748,0.2256162017583847,0.43133485317230225,-0.07119935005903244,thumbs_up
0.25601574778556824,0.8439931869506836,7.116019560271525e-07,0.3261381685733795,0.8196577429771423,-0.031434811651706696,0.3842047452926636,0.7503539323806763,-0.04491077736020088,0.4258278012275696,0.6811369061470032,-0.05614105239510536,0.46849697828292847,0.6253894567489624,-0.06774193793535233,0.3554069995880127,0.6372073888778687,-0.024589069187641144,0.4051988422870636,0.5456303954124451,-0.04925037920475006,0.440923273563385,0.4854024648666382,-0.06825230270624161,0.4712613523006439,0.43758535385131836,-0.08066482841968536,0.31326356530189514,0.6136311888694763,-0.023369310423731804,0.3484736979007721,0.5246111154556274,-0.04498374089598656,0.3694760501384735,0.46085125207901,-0.06270454078912735,0.38594627380371094,0.40641453862190247,-0.07489557564258575,0.26839399337768555,0.6101535558700562,-0.02677294798195362,0.2875402569770813,0.5171392560005188,-0.048465825617313385,0.3000488877296448,0.4512794017791748,-0.06210290640592575,0.313403457403183,0.39452263712882996,-0.07066410034894943,0.22196435928344727,0.6225354075431824,-0.033119164407253265,0.22013704478740692,0.5423772931098938,-0.055064257234334946,0.2215985655784607,0.4846070408821106,-0.0653834268450737,0.22544477880001068,0.4320068955421448,-0.07059456408023834,thumbs_up
0.2881298065185547,0.7936079502105713,6.689164706585871e-07,0.3628910779953003,0.7573972344398499,-0.01934509165585041,0.42070165276527405,0.6904521584510803,-0.026232516393065453,0.46526679396629333,0.6263982057571411,-0.03378941863775253,0.5050336718559265,0.5791056156158447,-0.04114462062716484,0.39080438017845154,0.5787627696990967,-0.0014309799298644066,0.435457319021225,0.5058127641677856,-0.019021740183234215,0.46484947204589844,0.4566275477409363,-0.036236025393009186,0.48874369263648987,0.4161965847015381,-0.04737395420670509,0.35657232999801636,0.5464779734611511,-0.005073342472314835,0.3902719020843506,0.4507830739021301,-0.016931788995862007,0.4137963056564331,0.3903021514415741,-0.03082110732793808,0.43232065439224243,0.34010398387908936,-0.04016462340950966,0.3183853030204773,0.5359437465667725,-0.013043991290032864,0.3404572606086731,0.44194889068603516,-0.027521887794137,0.35526347160339355,0.3792339265346527,-0.04024381935596466,0.36777228116989136,0.32787153124809265,-0.04811360687017441,0.2763552665710449,0.5480899810791016,-0.023302553221583366,0.2732636034488678,0.4722200632095337,-0.03886253386735916,0.27219560742378235,0.4176179766654968,-0.04496118798851967,0.2710703909397125,0.3698842525482178,-0.04692666232585907,thumbs_up
0.29101237654685974,0.7863504886627197,5.094455559628841e-07,0.3619415760040283,0.7575517892837524,-0.025047767907381058,0.4231959581375122,0.6892399191856384,-0.034649819135665894,0.46795040369033813,0.6257880926132202,-0.04366754740476608,0.5108604431152344,0.5823394656181335,-0.05228803679347038,0.3935093879699707,0.5745787620544434,-0.00963617954403162,0.4392249584197998,0.5017223358154297,-0.029970573261380196,0.4680130183696747,0.4537467360496521,-0.0483202263712883,0.4911096692085266,0.41283899545669556,-0.06070807948708534,0.3578971028327942,0.5444999933242798,-0.011479053646326065,0.392607718706131,0.449049711227417,-0.02696782909333706,0.41491246223449707,0.38937509059906006,-0.040972597897052765,0.4316936135292053,0.34064504504203796,-0.0507364496588707,0.31925123929977417,0.5358883142471313,-0.018263233825564384,0.338300883769989,0.4417564570903778,-0.03474041819572449,0.3514486849308014,0.3831636905670166,-0.0461159273982048,0.3637676239013672,0.33564382791519165,-0.05336759611964226,0.2775709331035614,0.5462723970413208,-0.028008341789245605,0.275959312915802,0.46990886330604553,-0.04478026553988457,0.27461352944374084,0.41620656847953796,-0.05181001126766205,0.27409714460372925,0.3671850860118866,-0.05524527281522751,thumbs_up
0.2920072078704834,0.7871572375297546,4.961871695741138e-07,0.36220699548721313,0.7588469982147217,-0.024902988225221634,0.4231910705566406,0.6888741254806519,-0.034219931811094284,0.4678022265434265,0.6253234148025513,-0.04278862476348877,0.5103186368942261,0.5825595259666443,-0.05101745203137398,0.39135006070137024,0.5780928134918213,-0.012087695300579071,0.43730488419532776,0.5050963163375854,-0.03252876177430153,0.4664500951766968,0.4566062092781067,-0.05003168806433678,0.4899277687072754,0.4157056212425232,-0.0619153268635273,0.35640111565589905,0.5478195548057556,-0.014258377254009247,0.3915995657444,0.4526429772377014,-0.030303029343485832,0.41457822918891907,0.3923025131225586,-0.04349572956562042,0.43230223655700684,0.34282201528549194,-0.052584949880838394,0.3185911774635315,0.5392242074012756,-0.021251151338219643,0.3395690619945526,0.44204968214035034,-0.03907967731356621,0.35354292392730713,0.3825024962425232,-0.05035952478647232,0.3665812909603119,0.3344515562057495,-0.05722936615347862,0.2781080901622772,0.5505098700523376,-0.03101230040192604,0.2746583819389343,0.47257938981056213,-0.04971391707658768,0.2730858325958252,0.4174729287624359,-0.057578448206186295,0.27291300892829895,0.36792153120040894,-0.06132347509264946,thumbs_up
0.31013673543930054,0.7479631900787354,5.554591098189121e-07,0.3791908621788025,0.7241036891937256,-0.021968159824609756,0.4378681182861328,0.660576343536377,-0.03058859147131443,0.4820174276828766,0.6030781865119934,-0.038900651037693024,0.5215173959732056,0.5669190287590027,-0.04667886346578598,0.4163060188293457,0.5396630764007568,-0.009210057556629181,0.45964521169662476,0.46869421005249023,-0.026553351432085037,0.48458048701286316,0.42291393876075745,-0.042883940041065216,0.5034589767456055,0.3815745711326599,-0.05447239428758621,0.38357847929000854,0.5080780982971191,-0.012543502263724804,0.41832247376441956,0.4133239984512329,-0.02601017989218235,0.44072017073631287,0.3540034294128418,-0.03959202766418457,0.4570751190185547,0.3015671670436859,-0.04931261017918587,0.3459293246269226,0.4971957206726074,-0.01996983028948307,0.36488550901412964,0.402785062789917,-0.03512272238731384,0.3781643509864807,0.3451249599456787,-0.046682387590408325,0.39063116908073425,0.2965395450592041,-0.05436414107680321,0.30220192670822144,0.5056293606758118,-0.029905185103416443,0.29363399744033813,0.4271170496940613,-0.044409751892089844,0.29188671708106995,0.37582048773765564,-0.04994382709264755,0.29361510276794434,0.3310104012489319,-0.05276154354214668,thumbs_up
0.3120744824409485,0.7488604784011841,4.464631047085277e-07,0.3807537257671356,0.7229059338569641,-0.019021213054656982,0.4389375150203705,0.6586775183677673,-0.025038642808794975,0.4825039505958557,0.6000617742538452,-0.031204430386424065,0.5207109451293945,0.563281774520874,-0.036916930228471756,0.415136456489563,0.5382657051086426,-0.00467186002060771,0.4590393900871277,0.46762189269065857,-0.020265499129891396,0.4862660765647888,0.42253851890563965,-0.035404689610004425,0.5073540210723877,0.38333025574684143,-0.046118635684251785,0.3817269206047058,0.5067428350448608,-0.008261832408607006,0.4171004891395569,0.41291964054107666,-0.019442163407802582,0.43997853994369507,0.3534797430038452,-0.03134443983435631,0.45724111795425415,0.3027896285057068,-0.04016325622797012,0.34485509991645813,0.4955556094646454,-0.015906933695077896,0.36309534311294556,0.40047162771224976,-0.02875252440571785,0.377110093832016,0.3422781825065613,-0.04008818045258522,0.3906997740268707,0.29499807953834534,-0.04815589264035225,0.30357226729393005,0.5047897100448608,-0.02596842125058174,0.29356756806373596,0.4291609227657318,-0.03981393575668335,0.2906814515590668,0.37727922201156616,-0.04653678834438324,0.2912414073944092,0.33084771037101746,-0.05049753934144974,thumbs_up
0.31036072969436646,0.7495952248573303,4.4895065798300493e-07,0.3783581852912903,0.7243160605430603,-0.020083794370293617,0.43690186738967896,0.6606546640396118,-0.027014080435037613,0.48156943917274475,0.6015077829360962,-0.03380318731069565,0.5204370021820068,0.5644965171813965,-0.0400974415242672,0.41487154364585876,0.5393754243850708,-0.006263897754251957,0.45947569608688354,0.46909278631210327,-0.022393323481082916,0.48641008138656616,0.4237852394580841,-0.038004178553819656,0.5068749189376831,0.3841778635978699,-0.04901372641324997,0.381455659866333,0.5078074932098389,-0.009631427004933357,0.41673606634140015,0.4129100441932678,-0.021307405084371567,0.4397326111793518,0.35355159640312195,-0.03356688469648361,0.45687055587768555,0.3028019666671753,-0.04263598844408989,0.34431958198547363,0.49666303396224976,-0.017073921859264374,0.3633967936038971,0.4010910093784332,-0.030570849776268005,0.3774900734424591,0.3433731198310852,-0.042020056396722794,0.390865296125412,0.2966049015522003,-0.05002051591873169,0.30265092849731445,0.5057423710823059,-0.026963774114847183,0.2933422327041626,0.4290940463542938,-0.041185516864061356,0.29078152775764465,0.37723761796951294,-0.047809019684791565,0.2915290892124176,0.3311403691768646,-0.05161725729703903,thumbs_up
0.3194432854652405,0.7466565370559692,5.029018552704656e-07,0.3853164315223694,0.7257993221282959,-0.02609558217227459,0.4440031051635742,0.6589607000350952,-0.03462786599993706,0.4887138903141022,0.5965988039970398,-0.0415462851524353,0.5289256572723389,0.5600112080574036,-0.04752505570650101,0.4248169958591461,0.5309737324714661,-0.012353138066828251,0.4684629440307617,0.45824241638183594,-0.02827017940580845,0.4942746162414551,0.41028475761413574,-0.04290998354554176,0.514188826084137,0.36802875995635986,-0.053679563105106354,0.38915708661079407,0.4997237026691437,-0.013301306404173374,0.4221206307411194,0.40279150009155273,-0.025421833619475365,0.4434918761253357,0.34107303619384766,-0.03700203448534012,0.45926353335380554,0.28767725825309753,-0.04553196206688881,0.3504696786403656,0.49164727330207825,-0.018748557195067406,0.36679673194885254,0.3951319754123688,-0.033315472304821014,0.37900131940841675,0.3357788920402527,-0.04499246925115585,0.39168357849121094,0.2854965925216675,-0.05300918221473694,0.30716845393180847,0.5042904615402222,-0.02717120386660099,0.2940753996372223,0.4257761836051941,-0.043152112513780594,0.29017627239227295,0.3735409379005432,-0.05105837062001228,0.29194849729537964,0.3248178958892822,-0.055666644126176834,thumbs_up
